Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_median
Essendon North,2,u,450000.0,9.4,3041.0,2.0,1.0,1.0,88.0,59.0,1960.0,3041.0,8.0,106.125,87.5
Essendon North,5,h,1360000.0,9.4,3041.0,5.0,3.0,2.0,463.0,196.0,1930.0,3041.0,8.0,106.125,87.5
Essendon North,3,u,765000.0,9.4,3041.0,3.0,2.0,1.0,0.0,134.0,2002.0,3041.0,8.0,106.125,87.5
Essendon North,4,h,1605000.0,9.4,3041.0,3.0,2.0,2.0,607.0,,1940.0,3041.0,8.0,106.125,87.5
Essendon North,3,u,712000.0,9.4,3041.0,3.0,2.0,2.0,189.0,104.0,2009.0,3041.0,8.0,106.125,87.5
Essendon North,3,h,1425000.0,9.4,3041.0,3.0,2.0,2.0,10100.0,,,3041.0,8.0,106.125,87.5
Fairfield,3,h,1250000.0,5.8,3078.0,3.0,2.0,0.0,327.0,144.0,1910.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1350000.0,5.8,3078.0,3.0,1.0,2.0,309.0,110.0,2000.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1064000.0,5.8,3078.0,3.0,1.0,1.0,235.0,,1900.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,h,1220000.0,5.8,3078.0,2.0,1.0,2.0,537.0,92.0,1950.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,4,h,1160000.0,5.8,3078.0,4.0,2.0,1.0,381.0,145.0,1890.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,505000.0,5.8,3078.0,2.0,1.0,1.0,0.0,70.0,1970.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,602000.0,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2013.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,t,846000.0,5.8,3078.0,3.0,1.0,1.0,185.0,107.0,1990.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,h,610000.0,5.8,3078.0,2.0,1.0,1.0,66.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,445000.0,5.8,3078.0,2.0,1.0,1.0,0.0,56.0,1970.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,730000.0,5.8,3078.0,2.0,1.0,1.0,116.0,,1985.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,4,h,1730000.0,5.8,3078.0,4.0,2.0,2.0,490.0,226.0,2007.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,438000.0,5.8,3078.0,2.0,1.0,1.0,0.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1700000.0,5.8,3078.0,3.0,2.0,1.0,743.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,510000.0,5.8,3078.0,2.0,1.0,1.0,1658.0,68.0,1970.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,750000.0,5.8,3078.0,3.0,2.0,1.0,170.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1350000.0,5.8,3078.0,3.0,1.0,4.0,553.0,109.0,1930.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,4,h,2000000.0,5.8,3078.0,4.0,3.0,2.0,575.0,280.0,2015.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,h,1010000.0,5.8,3078.0,2.0,1.0,1.0,285.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1065000.0,5.8,3078.0,3.0,1.0,2.0,630.0,,1930.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,t,805000.0,5.8,3078.0,2.0,1.0,1.0,140.0,2.0,2008.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1055000.0,5.8,3078.0,3.0,1.0,2.0,382.0,140.0,1950.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,548000.0,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,2014.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1500000.0,5.8,3078.0,3.0,1.0,1.0,0.0,126.0,1910.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,600000.0,5.8,3078.0,2.0,1.0,2.0,0.0,75.0,1970.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,2,u,545000.0,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2002.0,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1145000.0,5.8,3078.0,3.0,1.0,3.0,590.0,,,3078.0,74.0,111.20270270270271,79.0
Fairfield,3,h,1375000.0,5.8,3078.0,3.0,1.0,1.0,496.0,122.0,1910.0,3078.0,74.0,111.20270270270271,79.0
Fitzroy,2,h,1000000.0,1.6,3065.0,2.0,1.0,0.0,128.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,h,1252000.0,1.6,3065.0,3.0,2.0,2.0,0.0,137.0,2004.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,810000.0,1.6,3065.0,2.0,1.0,2.0,0.0,71.0,1965.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,692000.0,1.6,3065.0,2.0,1.0,1.0,0.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,4,h,1780000.0,1.6,3065.0,4.0,1.0,1.0,186.0,,1902.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,1,h,947500.0,1.6,3065.0,1.0,1.0,0.0,87.0,66.0,1980.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,1460000.0,1.6,3065.0,2.0,1.0,0.0,0.0,105.0,1890.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,t,1520000.0,1.6,3065.0,3.0,2.0,2.0,0.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,t,880000.0,1.6,3065.0,2.0,2.0,2.0,0.0,105.0,2000.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,h,1481000.0,1.6,3065.0,3.0,2.0,1.0,138.0,,1900.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,h,2200000.0,1.6,3065.0,3.0,2.0,1.0,187.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,h,1250000.0,1.6,3065.0,3.0,1.0,1.0,113.0,105.0,1890.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,1440000.0,1.6,3065.0,3.0,1.0,0.0,95.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,1315000.0,1.6,3065.0,2.0,1.0,0.0,141.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,4,h,1950000.0,1.6,3065.0,4.0,1.0,0.0,177.0,152.0,1890.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,1,u,597000.0,1.6,3065.0,1.0,1.0,1.0,0.0,,2000.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,650000.0,1.6,3065.0,2.0,1.0,1.0,0.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,1,u,465000.0,1.6,3065.0,1.0,1.0,1.0,0.0,52.0,2011.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,4,h,1620000.0,1.6,3065.0,3.0,2.0,1.0,132.0,165.0,1880.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,h,1600000.0,1.6,3065.0,3.0,2.0,1.0,261.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,3,u,850000.0,1.6,3065.0,3.0,2.0,1.0,2782.0,115.0,2000.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,790000.0,1.6,3065.0,2.0,1.0,1.0,0.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,1122000.0,1.6,3065.0,2.0,1.0,0.0,106.0,101.0,1890.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,660000.0,1.6,3065.0,2.0,2.0,0.0,0.0,,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,1300000.0,1.6,3065.0,2.0,1.0,1.0,157.0,110.0,1900.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,1,u,420000.0,1.6,3065.0,1.0,1.0,1.0,782.0,42.0,1975.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,715000.0,1.6,3065.0,2.0,1.0,1.0,0.0,74.0,1900.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,1,u,458000.0,1.6,3065.0,1.0,1.0,1.0,0.0,62.0,,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,800000.0,1.6,3065.0,2.0,2.0,1.0,64.0,138.0,1995.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,t,710000.0,1.6,3065.0,2.0,1.0,1.0,0.0,90.0,2002.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,u,630000.0,1.6,3065.0,2.0,1.0,1.0,0.0,70.0,2007.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy,2,h,677000.0,1.6,3065.0,2.0,1.0,0.0,67.0,,1850.0,3065.0,387.0,153.84237726098192,120.0
Fitzroy North,2,u,700000.0,3.5,3068.0,2.0,2.0,1.0,4332.0,85.0,2010.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,860000.0,3.5,3068.0,2.0,1.0,0.0,104.0,70.0,1880.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,870000.0,3.5,3068.0,2.0,1.0,0.0,107.0,64.0,1910.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1116000.0,3.5,3068.0,3.0,1.0,0.0,152.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,4,h,1450000.0,3.5,3068.0,4.0,2.0,1.0,266.0,175.0,1950.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,t,930000.0,3.5,3068.0,2.0,3.0,0.0,2778.0,3558.0,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,u,700000.0,3.5,3068.0,2.0,2.0,2.0,4296.0,,2011.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,2170000.0,3.5,3068.0,3.0,2.0,1.0,177.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1000000.0,3.5,3068.0,3.0,1.0,0.0,249.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,770000.0,3.5,3068.0,2.0,2.0,1.0,134.0,151.0,1905.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1008000.0,3.5,3068.0,2.0,1.0,1.0,150.0,77.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,t,1015000.0,3.5,3068.0,3.0,2.0,1.0,112.0,145.0,2000.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,t,1054000.0,3.5,3068.0,2.0,2.0,1.0,0.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1055000.0,3.5,3068.0,2.0,1.0,0.0,122.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,u,720000.0,3.5,3068.0,2.0,2.0,1.0,4296.0,,2011.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1286000.0,3.5,3068.0,3.0,1.0,0.0,275.0,116.0,1915.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1655000.0,3.5,3068.0,3.0,1.0,0.0,176.0,,1900.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,t,1600000.0,3.5,3068.0,3.0,3.0,1.0,188.0,129.0,2000.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,990000.0,3.5,3068.0,2.0,1.0,0.0,145.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,4,h,1950000.0,3.5,3068.0,4.0,2.0,2.0,233.0,216.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,4,h,1785000.0,3.5,3068.0,4.0,2.0,1.0,188.0,165.0,1900.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1315000.0,3.5,3068.0,2.0,1.0,0.0,143.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1210000.0,3.5,3068.0,2.0,1.0,1.0,223.0,118.0,1885.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1275000.0,3.5,3068.0,3.0,2.0,1.0,104.0,110.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1255000.0,3.5,3068.0,2.0,1.0,0.0,148.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1700000.0,3.5,3068.0,3.0,2.0,1.0,240.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1290000.0,3.5,3068.0,2.0,1.0,0.0,136.0,92.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,t,750000.0,3.5,3068.0,2.0,2.0,2.0,0.0,95.0,2002.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,u,674000.0,3.5,3068.0,3.0,1.0,1.0,0.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,u,675000.0,3.5,3068.0,2.0,1.0,2.0,0.0,92.0,2010.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,4,t,1700000.0,3.5,3068.0,4.0,3.0,2.0,127.0,209.0,2008.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,875000.0,3.5,3068.0,2.0,1.0,0.0,106.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,t,1080000.0,3.5,3068.0,3.0,2.0,1.0,77.0,133.0,2016.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1851000.0,3.5,3068.0,3.0,1.0,1.0,225.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1222500.0,3.5,3068.0,2.0,1.0,2.0,487.0,105.0,1940.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1232000.0,3.5,3068.0,2.0,1.0,0.0,0.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,1,h,899000.0,3.5,3068.0,2.0,1.0,0.0,153.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,937500.0,3.5,3068.0,2.0,1.0,0.0,100.0,72.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1710000.0,3.5,3068.0,3.0,2.0,0.0,357.0,,1880.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1600000.0,3.5,3068.0,3.0,1.0,0.0,370.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,1.0,1.0,203.0,110.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,u,490000.0,3.5,3068.0,2.0,1.0,1.0,4296.0,,2012.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,2.0,0.0,127.0,135.0,1890.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,1.0,0.0,309.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,2150000.0,3.5,3068.0,3.0,2.0,0.0,202.0,307.0,1898.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,t,775000.0,3.5,3068.0,3.0,2.0,2.0,0.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1581000.0,3.5,3068.0,3.0,1.0,0.0,193.0,132.0,1910.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,u,602000.0,3.5,3068.0,2.0,1.0,1.0,0.0,48.0,1980.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,650000.0,3.5,3068.0,2.0,1.0,1.0,0.0,75.0,1980.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1283000.0,3.5,3068.0,2.0,1.0,2.0,204.0,,,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,3,h,1450000.0,3.5,3068.0,3.0,2.0,1.0,118.0,103.0,1905.0,3068.0,308.0,126.01298701298701,102.5
Fitzroy North,2,h,1325000.0,3.5,3068.0,2.0,1.0,0.0,160.0,,,3068.0,308.0,126.01298701298701,102.5
Flemington,2,h,865500.0,4.4,3031.0,2.0,1.0,1.0,168.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,2,u,425000.0,4.4,3031.0,2.0,1.0,1.0,0.0,63.0,1970.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,870000.0,4.4,3031.0,3.0,2.0,0.0,167.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,715000.0,4.4,3031.0,2.0,1.0,1.0,0.0,,1980.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1130000.0,4.4,3031.0,3.0,1.0,0.0,294.0,140.0,1900.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1110000.0,4.4,3031.0,3.0,1.0,1.0,272.0,131.0,1885.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,950000.0,4.4,3031.0,2.0,1.0,1.0,193.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,918000.0,4.4,3031.0,2.0,1.0,0.0,136.0,78.0,1900.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,730000.0,4.4,3031.0,2.0,1.0,1.0,140.0,98.0,1890.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,855000.0,4.4,3031.0,2.0,1.0,0.0,225.0,85.0,1930.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,860000.0,4.4,3031.0,2.0,1.0,0.0,202.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1012000.0,4.4,3031.0,3.0,1.0,1.0,212.0,102.0,1930.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,885000.0,4.4,3031.0,3.0,1.0,0.0,162.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,4,h,1700000.0,4.4,3031.0,4.0,1.0,1.0,616.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1205000.0,4.4,3031.0,3.0,2.0,2.0,0.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,2,u,476000.0,4.4,3031.0,2.0,1.0,1.0,0.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,2,u,556000.0,4.4,3031.0,2.0,2.0,1.0,0.0,79.0,2009.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,845000.0,4.4,3031.0,2.0,1.0,1.0,0.0,,1910.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1100000.0,4.4,3031.0,3.0,2.0,0.0,179.0,150.0,1900.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,h,957000.0,4.4,3031.0,2.0,1.0,0.0,165.0,,,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,991000.0,4.4,3031.0,3.0,1.0,4.0,402.0,,1915.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,850000.0,4.4,3031.0,4.0,2.0,0.0,162.0,,1905.0,3031.0,188.0,119.91489361702128,82.0
Flemington,3,h,1115000.0,4.4,3031.0,3.0,1.0,1.0,244.0,84.0,1940.0,3031.0,188.0,119.91489361702128,82.0
Flemington,2,u,420500.0,4.4,3031.0,2.0,1.0,1.0,0.0,52.0,1970.0,3031.0,188.0,119.91489361702128,82.0
Footscray,3,t,585000.0,6.4,3011.0,3.0,1.0,1.0,259.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,4,h,1225000.0,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,431000.0,6.4,3011.0,2.0,1.0,1.0,0.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,1003000.0,6.4,3011.0,3.0,1.0,1.0,292.0,98.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,840000.0,6.4,3011.0,3.0,1.0,0.0,164.0,93.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,1362000.0,6.4,3011.0,3.0,2.0,0.0,497.0,156.0,1890.0,3011.0,198.0,95.6010101010101,65.0
Footscray,4,h,977000.0,6.4,3011.0,4.0,2.0,1.0,154.0,161.0,2007.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,876000.0,6.4,3011.0,3.0,2.0,2.0,204.0,106.0,1990.0,3011.0,198.0,95.6010101010101,65.0
Footscray,4,t,841000.0,6.4,3011.0,4.0,2.0,2.0,250.0,160.0,2000.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,605000.0,6.4,3011.0,2.0,1.0,3.0,2794.0,87.0,2000.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,t,480000.0,6.4,3011.0,2.0,1.0,1.0,556.0,75.0,2010.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,910000.0,6.4,3011.0,3.0,1.0,1.0,361.0,118.0,1940.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,752000.0,6.4,3011.0,2.0,1.0,0.0,215.0,98.0,1910.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,1155000.0,6.4,3011.0,3.0,1.0,3.0,585.0,120.0,1950.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,930000.0,6.4,3011.0,3.0,1.0,3.0,413.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,490000.0,6.4,3011.0,2.0,1.0,1.0,0.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,853000.0,6.4,3011.0,3.0,1.0,1.0,0.0,141.0,2010.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,u,480000.0,6.4,3011.0,3.0,1.0,1.0,0.0,90.0,1985.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,900000.0,6.4,3011.0,2.0,1.0,0.0,210.0,,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,4,h,1300000.0,6.4,3011.0,4.0,2.0,3.0,0.0,190.0,1950.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,t,714000.0,6.4,3011.0,3.0,2.0,2.0,164.0,3.0,2008.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,775000.0,6.4,3011.0,3.0,2.0,1.0,197.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,950000.0,6.4,3011.0,2.0,1.0,2.0,657.0,92.0,1940.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,u,674000.0,6.4,3011.0,3.0,2.0,1.0,8680.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,760000.0,6.4,3011.0,3.0,1.0,1.0,265.0,115.0,1910.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,420000.0,6.4,3011.0,2.0,1.0,1.0,0.0,75.0,2010.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,t,560000.0,6.4,3011.0,2.0,1.0,1.0,111.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,575000.0,6.4,3011.0,2.0,1.0,1.0,162.0,,2000.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,780000.0,6.4,3011.0,3.0,1.0,2.0,323.0,129.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,433000.0,6.4,3011.0,2.0,1.0,1.0,0.0,66.0,2012.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,t,410000.0,6.4,3011.0,2.0,2.0,1.0,65.0,80.0,2014.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,1170000.0,6.4,3011.0,2.0,1.0,1.0,184.0,103.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,615000.0,6.4,3011.0,2.0,1.0,3.0,207.0,,1960.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,747000.0,6.4,3011.0,3.0,1.0,1.0,246.0,120.0,1940.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,1045000.0,6.4,3011.0,3.0,2.0,2.0,384.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,775000.0,6.4,3011.0,3.0,1.0,1.0,242.0,99.0,1920.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,u,571000.0,6.4,3011.0,2.0,2.0,1.0,0.0,78.0,2013.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,860500.0,6.4,3011.0,3.0,2.0,2.0,322.0,228.0,1980.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,t,820000.0,6.4,3011.0,3.0,2.0,1.0,122.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,875000.0,6.4,3011.0,3.0,1.0,0.0,262.0,92.0,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,711000.0,6.4,3011.0,2.0,1.0,2.0,253.0,90.0,1910.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,u,665000.0,6.4,3011.0,3.0,2.0,1.0,0.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,690500.0,6.4,3011.0,2.0,1.0,1.0,212.0,98.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,747000.0,6.4,3011.0,2.0,1.0,1.0,320.0,94.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,858000.0,6.4,3011.0,2.0,1.0,1.0,313.0,93.0,1915.0,3011.0,198.0,95.6010101010101,65.0
Footscray,4,t,699000.0,6.4,3011.0,4.0,2.0,2.0,0.0,126.0,2015.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,835000.0,6.4,3011.0,2.0,1.0,1.0,222.0,109.0,1920.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,661000.0,6.4,3011.0,2.0,1.0,1.0,132.0,83.0,1970.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,757500.0,6.4,3011.0,2.0,1.0,0.0,258.0,108.0,1900.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,t,699000.0,6.4,3011.0,3.0,1.0,1.0,125.0,113.0,2000.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,850000.0,6.4,3011.0,3.0,1.0,0.0,190.0,99.0,1930.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,740000.0,6.4,3011.0,3.0,1.0,1.0,211.0,94.0,1910.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,980000.0,6.4,3011.0,3.0,2.0,2.0,196.0,154.0,2006.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,u,561000.0,6.4,3011.0,3.0,1.0,1.0,0.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,800000.0,6.4,3011.0,2.0,1.0,2.0,260.0,,1940.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,760000.0,6.4,3011.0,2.0,1.0,0.0,130.0,70.0,1920.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,t,735000.0,6.4,3011.0,3.0,2.0,2.0,112.0,168.0,2010.0,3011.0,198.0,95.6010101010101,65.0
Footscray,2,h,823000.0,6.4,3011.0,2.0,1.0,0.0,238.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,4,h,1225000.0,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,886500.0,6.4,3011.0,3.0,1.0,0.0,268.0,,,3011.0,198.0,95.6010101010101,65.0
Footscray,3,h,767500.0,6.4,3011.0,3.0,2.0,0.0,458.0,98.0,1930.0,3011.0,198.0,95.6010101010101,65.0
